FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,SIMD quintiles,Urban Rural Classification,place_name
S12000039,2015-2017,95% Upper Confidence Limit,Years,14.88,Female,55-59,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,34.68,Male,25-29,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,30.46,Male,30-34,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,22.78,Male,40-44,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,8.02,Male,65-69,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,19.27,Male,45-49,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,10.26,Male,60-64,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,26.52,Male,35-39,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,39.05,Male,20-24,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,57.34,Male,1-4,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,43.61,Male,15-19,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,53.41,Male,5-9,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,48.45,Male,10-14,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,15.98,Male,50-54,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,12.93,Male,55-59,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,58.18,Male,0,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,5.91,Female,70-74,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,4.09,Female,75-79,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,50.03,Female,10-14,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,1.61,Male,90+,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,4.47,Male,75-79,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,54.83,Female,5-9,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,58.75,Female,1-4,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,59.66,Female,0,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,10.77,Female,60-64,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,8.17,Female,65-69,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,1.64,Female,85-89,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,2.68,Female,80-84,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,0.88,Female,90+,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,27.8,Female,35-39,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,13.65,Female,55-59,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,20.27,Female,45-49,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,40.71,Female,20-24,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,16.8,Female,50-54,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,2.27,Male,85-89,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,5.97,Male,70-74,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,23.88,Female,40-44,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,3.18,Male,80-84,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,31.89,Female,30-34,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,45.31,Female,15-19,All,All,West Dunbartonshire
S12000039,2015-2017,Count,Years,36.2,Female,25-29,All,All,West Dunbartonshire
S12000040,2015-2017,95% Lower Confidence Limit,Years,46.14,Male,15-19,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,55.15,Male,5-9,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,50.65,Male,10-14,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,41.7,Male,20-24,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,59.63,Male,0,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,58.82,Male,1-4,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,21.42,Male,45-49,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,37.45,Male,25-29,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,25.32,Male,40-44,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,33.34,Male,30-34,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,29.35,Male,35-39,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,18.83,Female,50-54,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,15.45,Female,55-59,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,22.45,Female,45-49,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,4.33,Female,75-79,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,26.19,Female,40-44,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,1.34,Female,85-89,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,0.42,Female,90+,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,12.24,Female,60-64,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,6.69,Female,70-74,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,2.49,Female,80-84,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,9.35,Female,65-69,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,51.13,Female,10-14,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,59.91,Female,0,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,55.55,Female,5-9,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,34.14,Female,30-34,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,30.08,Female,35-39,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,59.13,Female,1-4,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,0.29,Male,90+,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,5.78,Male,70-74,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,14.23,Male,55-59,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,1.03,Male,85-89,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,3.56,Male,75-79,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,1.79,Male,80-84,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,38.26,Female,25-29,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,42.46,Female,20-24,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,46.74,Female,15-19,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,8.24,Male,65-69,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,17.7,Male,50-54,All,All,West Lothian
S12000040,2015-2017,95% Lower Confidence Limit,Years,10.99,Male,60-64,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,41.48,Male,25-29,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,33.22,Male,35-39,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,29.09,Male,40-44,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,25.1,Male,45-49,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,37.27,Male,30-34,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,50.39,Male,15-19,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,59.6,Male,5-9,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,55.0,Male,10-14,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,45.85,Male,20-24,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,64.12,Male,0,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,63.32,Male,1-4,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,15.67,Female,60-64,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,10.12,Female,70-74,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,7.9,Female,75-79,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,6.03,Female,80-84,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,12.78,Female,65-69,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,22.4,Female,50-54,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,29.9,Female,40-44,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,26.09,Female,45-49,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,18.94,Female,55-59,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,42.26,Female,25-29,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,46.6,Female,20-24,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,33.93,Female,35-39,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,50.98,Female,15-19,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,11.84,Male,65-69,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,21.35,Male,50-54,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,14.57,Male,60-64,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,59.99,Female,5-9,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,55.48,Female,10-14,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,63.62,Female,1-4,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,38.06,Female,30-34,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,64.39,Female,0,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,4.3,Female,85-89,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,3.47,Female,90+,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,4.87,Male,85-89,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,4.2,Male,90+,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,17.83,Male,55-59,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,6.24,Male,80-84,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,7.64,Male,75-79,All,All,West Lothian
S12000040,2015-2017,95% Upper Confidence Limit,Years,9.53,Male,70-74,All,All,West Lothian
S12000040,2015-2017,Count,Years,23.26,Male,45-49,All,All,West Lothian
S12000040,2015-2017,Count,Years,27.21,Male,40-44,All,All,West Lothian
S12000040,2015-2017,Count,Years,39.46,Male,25-29,All,All,West Lothian
S12000040,2015-2017,Count,Years,57.38,Male,5-9,All,All,West Lothian
S12000040,2015-2017,Count,Years,52.82,Male,10-14,All,All,West Lothian
S12000040,2015-2017,Count,Years,31.29,Male,35-39,All,All,West Lothian
S12000040,2015-2017,Count,Years,35.31,Male,30-34,All,All,West Lothian
S12000040,2015-2017,Count,Years,48.27,Male,15-19,All,All,West Lothian
S12000040,2015-2017,Count,Years,43.77,Male,20-24,All,All,West Lothian
S12000040,2015-2017,Count,Years,61.88,Male,0,All,All,West Lothian
S12000040,2015-2017,Count,Years,61.07,Male,1-4,All,All,West Lothian
S12000040,2015-2017,Count,Years,53.3,Female,10-14,All,All,West Lothian
S12000040,2015-2017,Count,Years,57.77,Female,5-9,All,All,West Lothian
S12000040,2015-2017,Count,Years,40.26,Female,25-29,All,All,West Lothian
S12000040,2015-2017,Count,Years,48.86,Female,15-19,All,All,West Lothian
S12000040,2015-2017,Count,Years,12.78,Male,60-64,All,All,West Lothian
S12000040,2015-2017,Count,Years,44.53,Female,20-24,All,All,West Lothian
S12000040,2015-2017,Count,Years,61.37,Female,1-4,All,All,West Lothian
S12000040,2015-2017,Count,Years,62.15,Female,0,All,All,West Lothian
S12000040,2015-2017,Count,Years,32.01,Female,35-39,All,All,West Lothian
S12000040,2015-2017,Count,Years,36.1,Female,30-34,All,All,West Lothian
S12000040,2015-2017,Count,Years,28.05,Female,40-44,All,All,West Lothian
S12000040,2015-2017,Count,Years,24.27,Female,45-49,All,All,West Lothian
S12000040,2015-2017,Count,Years,20.61,Female,50-54,All,All,West Lothian
S12000040,2015-2017,Count,Years,17.2,Female,55-59,All,All,West Lothian
S12000040,2015-2017,Count,Years,4.01,Male,80-84,All,All,West Lothian
S12000040,2015-2017,Count,Years,5.6,Male,75-79,All,All,West Lothian
S12000040,2015-2017,Count,Years,2.25,Male,90+,All,All,West Lothian
S12000040,2015-2017,Count,Years,7.66,Male,70-74,All,All,West Lothian
S12000040,2015-2017,Count,Years,2.82,Female,85-89,All,All,West Lothian
S12000040,2015-2017,Count,Years,1.94,Female,90+,All,All,West Lothian
S12000040,2015-2017,Count,Years,13.95,Female,60-64,All,All,West Lothian
S12000040,2015-2017,Count,Years,8.4,Female,70-74,All,All,West Lothian
S12000040,2015-2017,Count,Years,6.12,Female,75-79,All,All,West Lothian
S12000040,2015-2017,Count,Years,4.26,Female,80-84,All,All,West Lothian
S12000040,2015-2017,Count,Years,11.07,Female,65-69,All,All,West Lothian
S12000040,2015-2017,Count,Years,16.03,Male,55-59,All,All,West Lothian
S12000040,2015-2017,Count,Years,2.95,Male,85-89,All,All,West Lothian
S12000040,2015-2017,Count,Years,10.04,Male,65-69,All,All,West Lothian
S12000040,2015-2017,Count,Years,19.53,Male,50-54,All,All,West Lothian
S12000041,2015-2017,95% Lower Confidence Limit,Years,0.99,Female,90+,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,31.43,Female,35-39,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,27.63,Female,40-44,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,16.27,Male,55-59,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,3.36,Female,80-84,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,13.05,Male,60-64,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,8.02,Female,70-74,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,5.41,Female,75-79,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,1.95,Female,85-89,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,17.08,Female,55-59,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,20.47,Female,50-54,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,35.36,Female,30-34,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,39.44,Female,25-29,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,43.5,Female,20-24,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,10.91,Female,65-69,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,24.05,Female,45-49,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,13.94,Female,60-64,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,0.95,Male,90+,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,4.96,Male,75-79,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,1.82,Male,85-89,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,35.14,Male,30-34,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,31.18,Male,35-39,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,27.28,Male,40-44,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,23.44,Male,45-49,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,7.31,Male,70-74,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,19.73,Male,50-54,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,10.1,Male,65-69,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,52.15,Female,10-14,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,47.76,Female,15-19,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,3.01,Male,80-84,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,56.63,Female,5-9,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,60.22,Female,1-4,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,60.86,Female,0,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,47.75,Male,15-19,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,52.2,Male,10-14,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,60.21,Male,1-4,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,39.19,Male,25-29,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,56.66,Male,5-9,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,43.41,Male,20-24,All,All,Angus
S12000041,2015-2017,95% Lower Confidence Limit,Years,60.94,Male,0,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,39.02,Female,30-34,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,43.23,Female,25-29,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,31.03,Female,40-44,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,47.53,Female,20-24,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,13.79,Female,65-69,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,27.2,Female,45-49,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,16.86,Female,60-64,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,3.4,Female,90+,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,34.95,Female,35-39,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,23.52,Female,50-54,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,20.04,Female,55-59,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,56.0,Male,10-14,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,51.45,Male,15-19,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,56.47,Female,10-14,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,51.95,Female,15-19,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,7.64,Male,75-79,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,5.73,Male,80-84,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,61.07,Female,5-9,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,64.73,Female,1-4,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,65.34,Female,0,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,4.11,Male,85-89,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,3.01,Male,90+,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,19.08,Male,55-59,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,6.13,Female,80-84,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,22.64,Male,50-54,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,15.71,Male,60-64,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,10.85,Female,70-74,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,8.22,Female,75-79,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,4.25,Female,85-89,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,26.44,Male,45-49,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,38.47,Male,30-34,All,All,Angus
S12000041,2015-2017,95% Upper Confidence Limit,Years,30.41,Male,40-44,All,All,Angus
